fecha;codigo;facultad;area;materia;seccion;horario;dias;inscritos;asistencia;modalidad;inasistencia
ENERO 2023;IEHT-I;Fac_CiSo;IDIOMAS;INGLÉS ESPECIALIZADO EN HOTELERÍA Y TURISMO;1;tarde;Ma-Jue;106;78;EN LINEA;28
ENERO 2023;PREP-E;Fac_CiEmp;NEGOCIOS;PRESUPUESTO DE LA EMPRESA PRIVADA;2;tarde;Ma-Jue;54;48;EN LINEA;6
ENERO 2023;PPT1-H;Fac_CiSo;PSICOLOGIA;PSICO-PATOLOGÍA I;2;tarde;Ma-Jue;65;53;EN LINEA;12
ENERO 2023;TCOM-H;Fac_CiSo;COMUNICACIONES;TEORÍA DE LA COMUNICACIÓN;4;tarde;Ma-Jue;38;30;EN LINEA;8
ENERO 2023;ADEF-E;Fac_CiEmp;NEGOCIOS;ANÁLISIS DE ESTADOS FINANCIEROS;4;tarde;Ma-Jue;129;110;EN LINEA;19
ENERO 2023;RED1-E;Fac_InCa;INFORMATICA;REDES DE DATOS I;1;tarde;Ma-Jue;35;31;EN LINEA;4
ENERO 2023;ARAR2-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;ARTES GRÁFICAS II;2;tarde;Ma-Jue;65;56;EN LINEA;9
ENERO 2023;AYDS-I;Fac_InCa;INFORMATICA;LENGUAJE UNIFICADO MODELADO (UML);2;tarde;Ma-Jue;97;88;EN LINEA;9
ENERO 2023;ING1-H;Fac_CiSo;IDIOMAS;INGLÉS I;9;tarde;Ma-Jue;16;12;PRESENCIAL;4
ENERO 2023;COF1-B;Fac_CiEmp;NEGOCIOS;CONTABILIDAD FINANCIERA I;2;tarde;Ma-Jue;32;26;EN LINEA;6
ENERO 2023;PAV1-T;Fac_CiEmp;NEGOCIOS;PLANEACIÓN AGENCIA DE VIAJES I;1;tarde;Ma-Jue;62;55;EN LINEA;7
ENERO 2023;SEIM-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;SEMIÓTICA DE LA IMAGEN;1;tarde;Ma-Jue;31;24;EN LINEA;7
ENERO 2023;COBI-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;COMPOSICIÓN BIDIMENSIONAL;1;tarde;Ma-Jue;52;46;PRESENCIAL;6
ENERO 2023;DEME-D;Fac_Der;DERECHO;DERECHO MERCANTIL;6;tarde;Ma-Jue;25;18;EN LINEA;7
ENERO 2023;ARIN-A;Fac_CiSo;ANTROPOLOGIA;ARQUEOLOGÍA DEL ÁREA INTERMEDIA;1;tarde;Jue;6;5;EN LINEA;1
ENERO 2023;MEPU-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;MEDIOS PUBLICITARIOS GRÁFICOS;2;tarde;Ma-Jue;87;71;EN LINEA;16
ENERO 2023;LCI1-H;Fac_CiSo;IDIOMAS;LECTURA Y CONVERSACIÓN EN INGLÉS I;1;tarde;Ma-Jue;49;39;EN LINEA;10
ENERO 2023;FOPU-H;Fac_CiSo;COMUNICACIONES;FOTOGRAFÍA PUBLICITARIA;3;tarde;Ma-Jue;29;24;EN LINEA;5
ENERO 2023;OPFA-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;OPERAC. DE FABRICACIÓN;1;tarde;Ma-Jue;77;73;EN LINEA;4
ENERO 2023;PSLA-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA LABORAL;1;tarde;Ma-Jue;67;54;EN LINEA;13
ENERO 2023;DEIN-H;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;11;tarde;Ma-Jue;119;99;EN LINEA;20
ENERO 2023;MERCA-E;Fac_CiEmp;NEGOCIOS;MERCADO DE CAPITALES;1;tarde;Ma-Jue;128;109;EN LINEA;19
ENERO 2023;CREA-E;Fac_CiEmp;NEGOCIOS;CREACIÓN DE EMPRESAS;1;mañana;Ma-Jue;105;89;EN LINEA;16
ENERO 2023;PED-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EDUCATIVA;2;tarde;Ma-Jue;54;42;EN LINEA;12
ENERO 2023;MERG-E;Fac_CiEmp;NEGOCIOS;MERCADOTECNIA GLOBAL;1;tarde;Ma-Jue;53;50;EN LINEA;3
ENERO 2023;DENO-D;Fac_Der;DERECHO;DERECHO NOTARIAL;2;tarde;Ma-Jue;80;68;EN LINEA;12
ENERO 2023;COAG-E;Fac_CiEmp;NEGOCIOS;CONTABILIDAD AGROPECUARIA;1;tarde;Ma-Jue;60;51;EN LINEA;9
ENERO 2023;PEST-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;PSICO-ESTADÍSTICA;2;tarde;Ma-Jue;90;80;EN LINEA;10
ENERO 2023;MYTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;METODOLOGÍA Y TÉCNICAS DE LA INVESTIGACIÓN;4;tarde;Ma-Jue;84;58;EN LINEA;26
ENERO 2023;LOCO-N;Fac_InCa;INFORMATICA;LÓGICA COMPUTACIONAL;1;tarde;Ma-Jue;22;18;EN LINEA;4
ENERO 2023;ORTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ORIENTACIÓN TÉCNICA DE INGENIERÍA;5;tarde;Ma-Jue;136;122;EN LINEA;14
ENERO 2023;ESCN-I;Fac_CiSo;IDIOMAS;ESTUDIO SOBRE LA CULTURA NORTEAMERICANA;2;tarde;Ma-Jue;44;42;EN LINEA;2
ENERO 2023;GCYA-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;GESTIÓN DE COMPRA Y ABASTECIMIENTO;1;tarde;Ma-Jue;88;80;EN LINEA;8
ENERO 2023;ADCC-I;Fac_InCa;INFORMATICA;ADMÓN. DE CENTROS DE CÓMPUTO;1;tarde;Ma-Jue;95;88;EN LINEA;7
ENERO 2023;COF2-E;Fac_CiEmp;NEGOCIOS;CONTABILIDAD FINANCIERA II;1;tarde;Ma-Jue;53;45;EN LINEA;8
ENERO 2023;MAT2-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;4;tarde;Ma-Jue;116;105;EN LINEA;11
ENERO 2023;PSIG-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA GENERAL;5;tarde;Ma-Jue;53;44;EN LINEA;9
ENERO 2023;MES1-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTÁTICA;1;tarde;Ma-Jue;52;41;EN LINEA;11
ENERO 2023;LIN-H;Fac_CiSo;IDIOMAS;LINGÜÍSTICA;1;tarde;Ma-Jue;57;51;EN LINEA;6
ENERO 2023;ECTU-I;Fac_CiEmp;IDIOMAS;ECOTURISMO;1;tarde;Ma-Jue;46;41;EN LINEA;5
ENERO 2023;APR1-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ADMINISTRACIÓN DE LA PRODUCCIÓN I;1;tarde;Ma-Jue;89;75;EN LINEA;14
ENERO 2023;ELE1-I;Fac_InCa;INFORMATICA;ELECTRÓNICA;1;tarde;Ma-Jue;53;48;EN LINEA;5
ENERO 2023;DIG2-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO GRÁFICO II;1;tarde;Ma-Jue;86;75;EN LINEA;11
ENERO 2023;ING1-H;Fac_CiSo;IDIOMAS;INGLÉS I;11;tarde;Ma-Jue;132;107;EN LINEA;25
ENERO 2023;EPRO-AC;Fac_CiSo;ANTROPOLOGIA;ÉTICA;2;mañana;Ma-Jue;36;30;PRESENCIAL;6
ENERO 2023;TPDA-H;Fac_CiSo;PSICOLOGIA;TRATAMIENTO PSICOLÓGICO DEL ADULTO;1;tarde;Ma-Jue;87;74;EN LINEA;13
ENERO 2023;PRAD-H;Fac_CiSo;COMUNICACIONES;PRODUCCIÓN EN RADIO;2;tarde;Ma-Jue;60;56;PRESENCIAL;4
ENERO 2023;TICO-N;Fac_InCa;INFORMATICA;TECNOLOGÍA DE LA INFORMACIÓN EN LAS COMUNICACIONES;1;tarde;Ma-Jue;27;22;EN LINEA;5
ENERO 2023;TETU-T;Fac_CiEmp;NEGOCIOS;TEORÍA TURÍSTICA;3;tarde;Ma-Jue;31;20;EN LINEA;11
ENERO 2023;SIOP-I;Fac_InCa;INFORMATICA;SISTEMAS OPERATIVOS;2;tarde;Ma-Jue;49;39;EN LINEA;10
ENERO 2023;SEMI-H;Fac_CiSo;COMUNICACIONES;SEMINARIO DE INVESTIGACIÓN;1;tarde;Ma-Jue;52;46;EN LINEA;6
ENERO 2023;DEA2-D;Fac_Der;DERECHO;DERECHO ADMINISTRATIVO II;2;tarde;Ma-Jue;118;92;EN LINEA;26
ENERO 2023;AUGU-E;Fac_CiEmp;NEGOCIOS;AUDITORÍA GUBERNAMENTAL;1;tarde;Ma-Jue;85;70;EN LINEA;15
ENERO 2023;FIS2-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA II;2;tarde;Ma-Jue;46;36;EN LINEA;10
ENERO 2023;PLAE-E;Fac_CiEmp;NEGOCIOS;PLANEACIÓN ESTRATÉGICA;3;tarde;Ma-Jue;91;79;EN LINEA;12
ENERO 2023;PROG1-I;Fac_InCa;INFORMATICA;PROGRAMACIÓN I;4;tarde;Ma-Jue;122;108;EN LINEA;14
ENERO 2023;COI1-H;Fac_CiSo;IDIOMAS;COMPOSICIÓN INGLESA I;1;tarde;Ma-Jue;51;44;EN LINEA;7
ENERO 2023;FEPP-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;3;tarde;Ma-Jue;51;44;EN LINEA;7
ENERO 2023;SOCC-H;Fac_CiSo;ANTROPOLOGIA;SOCIOLOGÍA DE LA COMUNICACIÓN;2;tarde;Ma-Jue;50;40;EN LINEA;10
ENERO 2023;DPP1-D;Fac_Der;DERECHO;DERECHO PROCESAL PENAL I;2;tarde;Ma-Jue;65;51;EN LINEA;14
ENERO 2023;FILO-H;Fac_CiSo;ANTROPOLOGIA;FILOSOFÍA;10;tarde;Ma-Jue;129;106;EN LINEA;23
ENERO 2023;CAL3-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA IV;2;tarde;Ma-Jue;91;82;EN LINEA;9
ENERO 2023;TPDN-H;Fac_CiSo;PSICOLOGIA;TRATAMIENTO PSIC. INFANTIL;2;tarde;Ma-Jue;128;119;EN LINEA;9
ENERO 2023;ACON-E;Fac_CiEmp;NEGOCIOS;ANÁLISIS DEL CONSUMIDOR;1;tarde;Ma-Jue;93;75;EN LINEA;18
ENERO 2023;PSD2-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL DESARROLLO II;3;tarde;Ma-Jue;73;70;EN LINEA;3
ENERO 2023;PSEX-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EXPERIMENTAL;2;tarde;Ma-Jue;91;83;EN LINEA;8
ENERO 2023;DALA-D;Fac_Der;DERECHO;DERECHO AMBIENTAL;2;tarde;Ma-Jue;77;65;EN LINEA;12
ENERO 2023;FIS3-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA III;2;tarde;Ma-Jue;111;94;EN LINEA;17
ENERO 2023;COA1-I;Fac_CiSo;IDIOMAS;COMPRENSIÓN AUDITIVA I;3;tarde;Ma-Jue;72;63;EN LINEA;9
ENERO 2023;CND-I;Fac_InCa;INFORMATICA;CONSULTA DE DATOS EN BASES DE DATOS;1;tarde;Ma-Jue;2;1;EN LINEA;1
ENERO 2023;METI-H;Fac_CiEmp;NEGOCIOS;MÉTODOS DE INVESTIGACIÓN;4;tarde;Ma-Jue;129;112;EN LINEA;17
ENERO 2023;GRIP-I;Fac_CiSo;IDIOMAS;GRAMÁTICA INGLESA PRAGMÁTICA;1;tarde;Ma-Jue;48;45;EN LINEA;3
ENERO 2023;GDES-N;Fac_CiEmp;NEGOCIOS;GEOGRAFÍA Y DESTINOS TURÍSTICOS;2;tarde;Ma-Jue;43;22;EN LINEA;21
ENERO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;9;tarde;Ma-Jue;129;126;EN LINEA;3
ENERO 2023;PRD2-H;Fac_CiSo;IDIOMAS;PRÁCTICA DOCENTE II;1;tarde;Ma-Jue;68;55;EN LINEA;13
ENERO 2023;ETS3-T;Fac_InCa;INFORMATICA;DESARROLLO DE REDES DE DATOS III;1;tarde;Ma-Jue;39;35;EN LINEA;4
ENERO 2023;DIAN-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE ANIMACIÓN;1;tarde;Ma-Jue;56;51;EN LINEA;5
ENERO 2023;PDTV-H;Fac_CiSo;COMUNICACIONES;PRODUCCIÓN EN TELEVISIÓN;1;tarde;Ma-Jue;89;76;PRESENCIAL;13
ENERO 2023;FEPS-I;Fac_InCa;INFORMATICA;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2;tarde;Ma-Jue;63;59;EN LINEA;4
ENERO 2023;ARCO-E;Fac_InCa;INFORMATICA;ARQUITECTURA DE COMPUTADORAS;2;tarde;Ma-Jue;23;20;EN LINEA;3
ENERO 2023;HIDI-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;HISTORIA DEL DISEÑO GRÁFICO;1;tarde;Ma-Jue;67;58;EN LINEA;9
ENERO 2023;MAT2-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;6;tarde;Ma-Jue;134;115;EN LINEA;19
ENERO 2023;HARE-I;Fac_InCa;INFORMATICA;HARDWARE DE REDES;2;tarde;Ma-Jue;20;17;EN LINEA;3
ENERO 2023;REP3-H;Fac_CiSo;COMUNICACIONES;RELACIONES PÚBLICAS III;1;tarde;Ma-Jue;91;81;EN LINEA;10
ENERO 2023;INF1-T;Fac_InCa;INFORMATICA;INFORMÁTICA GENERAL;1;tarde;Ma-Jue;20;19;EN LINEA;1
ENERO 2023;PROO-H;Fac_CiSo;COMUNICACIONES;PROTOCOLO Y ORATORIA;2;tarde;Ma-Jue;31;21;EN LINEA;10
ENERO 2023;COF3-E;Fac_CiEmp;NEGOCIOS;CONTABILIDAD FINANCIERA III;1;tarde;Ma-Jue;98;92;EN LINEA;6
ENERO 2023;ARAR-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;ARTES GRÁFICAS I;2;tarde;Ma-Jue;39;30;EN LINEA;9
ENERO 2023;TER3-T;Fac_InCa;INFORMATICA;TECNOLOGÍA CERTIFICADA EN REDES III;2;tarde;Ma-Jue;14;14;EN LINEA;0
ENERO 2023;ADPRO-E;Fac_CiEmp;NEGOCIOS;ADMÓN. DE LA PRODUCCIÓN;1;tarde;Ma-Jue;64;55;EN LINEA;9
ENERO 2023;ECTU-N;Fac_CiEmp;NEGOCIOS;ECOTURISMO;1;tarde;Ma-Jue;42;40;EN LINEA;2
ENERO 2023;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;13;tarde;Ma-Jue;97;83;EN LINEA;14
ENERO 2023;EOA-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL AVANZADA;1;tarde;Ma-Jue;59;51;EN LINEA;8
ENERO 2023;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;14;tarde;Ma-Jue;95;80;EN LINEA;15
ENERO 2023;FEPP-B;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2;tarde;Ma-Jue;17;9;EN LINEA;8
ENERO 2023;CDEC-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;COSTOS INDUSTRIALES;1;tarde;Ma-Jue;88;80;EN LINEA;8
ENERO 2023;ESTR-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTUDIO DEL TRABAJO;1;tarde;Ma-Jue;78;71;EN LINEA;7
ENERO 2023;DEC3-D06;Fac_Der;DERECHO;DERECHO CIVIL III;2;tarde;Ma-Jue;87;72;EN LINEA;15
ENERO 2023;MAC1-E;Fac_CiEmp;NEGOCIOS;MACROECONOMÍA I;1;tarde;Ma-Jue;33;31;EN LINEA;2
ENERO 2023;STCB-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SEMINARIO TALLER DE COMPETENCIAS;7;tarde;Ma-Jue;77;54;EN LINEA;23
ENERO 2023;IACI-I;Fac_InCa;INFORMATICA;INTRODUCCIÓN AL ANÁLISIS DE CIRCUITOS;1;tarde;Ma-Jue;44;40;EN LINEA;4
ENERO 2023;ADH2-T;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN HOTELERA II;1;tarde;Ma-Jue;43;40;EN LINEA;3
ENERO 2023;ESSC-N;Fac_CiEmp;NEGOCIOS;ESTRATEGIA DEL SERVICIO AL CLIENTE;2;tarde;Ma-Jue;26;22;EN LINEA;4
ENERO 2023;COSO-E;Fac_CiEmp;NEGOCIOS;CONTABILIDAD DE SOCIEDADES;1;tarde;Ma-Jue;54;53;EN LINEA;1
ENERO 2023;FOAR-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;FOTOGRAFÍA ARTÍSTICA;2;tarde;Ma-Jue;43;40;EN LINEA;3
ENERO 2023;GEV1-E;Fac_CiEmp;NEGOCIOS;GERENCIA DE VENTAS I;1;tarde;Ma-Jue;91;81;EN LINEA;10
ENERO 2023;ESA1-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;ESTABILIDAD Y ASISMICIDAD I;1;tarde;Ma-Jue;48;36;EN LINEA;12
ENERO 2023;ING2-H;Fac_CiSo;IDIOMAS;INGLÉS II;5;tarde;Ma-Jue;14;11;PRESENCIAL;3
ENERO 2023;FOTO-H;Fac_CiSo;COMUNICACIONES;FOTOGRAFÍA;1;mañana;Lu-Vie;31;27;PRESENCIAL;4
ENERO 2023;DEC3-D06;Fac_Der;DERECHO;DERECHO CIVIL III;1;mañana;Lu-Vie;73;68;EN LINEA;5
ENERO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;1;mañana;Lu-Vie;89;89;PRESENCIAL;0
ENERO 2023;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;2;mañana;Lu-Vie;39;38;EN LINEA;1
ENERO 2023;COAD-E;Fac_CiEmp;NEGOCIOS;CONSULTORÍA ADMINISTRATIVA;1;mañana;Lu-Vie;25;25;EN LINEA;0
ENERO 2023;PRIPU-D;Fac_Der;DERECHO;DERECHO INTERNACIONAL PÚBLICO Y PRIVADO;1;mañana;Lu-Vie;74;68;EN LINEA;6
ENERO 2023;COA1-I;Fac_CiSo;IDIOMAS;COMPRENSIÓN AUDITIVA I;1;mañana;Lu-Vie;39;31;EN LINEA;8
ENERO 2023;STCB-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SEMINARIO TALLER DE COMPETENCIAS;1;mañana;Lu-Vie;89;86;PRESENCIAL;3
ENERO 2023;ET2Q-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;CONTROL ESTADÍSTICO DE LA CALIDAD (ETC2);1;mañana;Lu-Vie;45;39;EN LINEA;6
ENERO 2023;INI2-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS II;1;mañana;Lu-Mie-Vie;51;15;EN LINEA;36
ENERO 2023;INGC3-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES III;1;mañana;Lu-Mie-Vie;14;13;EN LINEA;1
ENERO 2023;BAS2-I;Fac_InCa;INFORMATICA;BASE DE DATOS II;1;mañana;Lu-Vie;67;53;PRESENCIAL;14
ENERO 2023;PSD2-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL DESARROLLO II;1;mañana;Lu-Vie;53;48;EN LINEA;5
ENERO 2023;INI1-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS I;1;mañana;Lu-Mie-Vie;87;75;EN LINEA;12
ENERO 2023;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;1;mañana;Lu-Vie;87;82;PRESENCIAL;5
ENERO 2023;DEP1-D;Fac_Der;DERECHO;DERECHO PENAL I;1;mañana;Lu-Vie;53;42;EN LINEA;11
ENERO 2023;COI2-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;CONST. E INSTALACIÓN II;1;mañana;Lu-Vie;44;33;EN LINEA;11
ENERO 2023;OPFAI-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO I (OPERACIONES DE FABRICACIÓN);1;mañana;Lu-Mie-Vie;17;7;EN LINEA;10
ENERO 2023;INI7-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS VII;1;mañana;Lu-Mie-Vie;27;27;EN LINEA;0
ENERO 2023;PROG3-I;Fac_InCa;INFORMATICA;PROGRAMACIÓN III;1;mañana;Lu-Vie;43;38;EN LINEA;5
ENERO 2023;DEP2-D;Fac_Der;DERECHO;DERECHO PENAL II;1;mañana;Lu-Vie;91;74;EN LINEA;17
ENERO 2023;PROG2-I;Fac_InCa;INFORMATICA;PROGRAMACIÓN II;1;mañana;Lu-Vie;67;61;EN LINEA;6
ENERO 2023;ESCN-I;Fac_CiSo;IDIOMAS;ESTUDIO SOBRE LA CULTURA NORTEAMERICANA;1;mañana;Lu-Vie;54;49;PRESENCIAL;5
ENERO 2023;ET1Q-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;NORMAS ISO (ET);1;mañana;Lu-Vie;85;62;EN LINEA;23
ENERO 2023;IA3-H;Fac_CiSo;IDIOMAS;INGLÉS AVANZADO III;1;mañana;Lu-Mie-Vie;28;25;PRESENCIAL;3
ENERO 2023;MATE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;1;mañana;Lu-Vie;31;25;PRESENCIAL;6
ENERO 2023;MESO-E;Fac_CiEmp;NEGOCIOS;MERCADOTECNIA SOCIAL;1;mañana;Lu-Vie;45;39;EN LINEA;6
ENERO 2023;ADIN-E;Fac_CiEmp;NEGOCIOS;ANÁLISIS DE INVERSIÓN;1;mañana;Lu-Vie;58;48;EN LINEA;10
ENERO 2023;MET2-E;Fac_InCa;INFORMATICA;MÉTODOS DE PROGRAMACIÓN II;1;mañana;Lu-Vie;38;37;EN LINEA;1
ENERO 2023;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;1;mañana;Lu-Vie;100;78;EN LINEA;22
ENERO 2023;TEES-D;Fac_Der;DERECHO;TEORÍA DEL ESTADO;1;mañana;Lu-Vie;51;38;EN LINEA;13
ENERO 2023;INGC2-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES II;1;mañana;Lu-Mie-Vie;15;9;EN LINEA;6
ENERO 2023;MATE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;3;mañana;Lu-Vie;64;52;EN LINEA;12
ENERO 2023;INI3-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS III;1;mañana;Lu-Mie-Vie;41;36;EN LINEA;5
ENERO 2023;PRAC-E;Fac_CiEmp;NEGOCIOS;PRÁCTICA GERENCIAL;1;mañana;Lu-Vie;56;50;EN LINEA;6
ENERO 2023;PSGO-P;Fac_CiSo;PSICOLOGIA;PSICOGERONTOLOGÍA;1;mañana;Lu-Vie;115;98;EN LINEA;17
ENERO 2023;MEVI-H;Fac_CiSo;PSICOLOGIA;MÉTODO EVALUACIÓN INFANTIL;1;mañana;Lu-Vie;102;95;EN LINEA;7
ENERO 2023;DPJU-D;Fac_Der;DERECHO;DERECHO PENAL JUVENIL;1;mañana;Lu-Vie;65;51;EN LINEA;14
ENERO 2023;TED3-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TECNOLOGÍA DIGITAL III;1;mañana;Lu-Vie;59;46;EN LINEA;13
ENERO 2023;RIEI-H;Fac_CiSo;COMUNICACIONES;REPORTAJE INTERPRETATIVO E INVESTIGATIVO;1;mañana;Lu-Vie;64;49;EN LINEA;15
ENERO 2023;PRD1-H;Fac_CiSo;IDIOMAS;PRÁCTICA DOCENTE I;1;mañana;Lu-Vie;81;78;EN LINEA;3
ENERO 2023;INGC1-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES I;1;mañana;Lu-Mie-Vie;25;19;EN LINEA;6
ENERO 2023;RED2-E;Fac_InCa;INFORMATICA;REDES DE DATOS II;1;mañana;Lu-Vie;35;32;EN LINEA;3
ENERO 2023;IB2-H;Fac_CiSo;IDIOMAS;INGLÉS BÁSICO II;1;mañana;Lu-Mie-Vie;58;46;EN LINEA;12
ENERO 2023;INGC6-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES VI;1;mañana;Lu-Mie-Vie;13;9;EN LINEA;4
ENERO 2023;IA1-H;Fac_CiSo;IDIOMAS;INGLÉS AVANZADO I;1;mañana;Lu-Mie-Vie;47;42;PRESENCIAL;5
ENERO 2023;DIPA-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE PÁGINAS WEB;1;mañana;Lu-Vie;48;45;EN LINEA;3
ENERO 2023;SIOP-T;Fac_InCa;INFORMATICA;INFORMÁTICA TÉCNICA;1;mañana;Lu-Vie;24;20;EN LINEA;4
ENERO 2023;INGC7-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES VII;1;mañana;Lu-Mie-Vie;20;19;EN LINEA;1
ENERO 2023;CYCOI-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO III (CONTABILIDAD DE COSTOS);1;mañana;Lu-Mie-Vie;19;16;EN LINEA;3
ENERO 2023;II1-H;Fac_CiSo;IDIOMAS;INGLÉS INTERMEDIO I;1;mañana;Lu-Mie-Vie;21;15;EN LINEA;6
ENERO 2023;PPS1-H;Fac_CiSo;PSICOLOGIA;PRÁCTICAS PSICOLÓGICAS I;1;mañana;Lu-Vie;33;33;EN LINEA;0
ENERO 2023;ADCO-E;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN DE COMPRAS;1;mañana;Lu-Vie;44;41;EN LINEA;3
ENERO 2023;COME-N;Fac_CiEmp;NEGOCIOS;COMERCIO ELECTRÓNICO;1;mañana;Lu-Vie;16;11;EN LINEA;5
ENERO 2023;CDC1-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;CONTABILIDAD Y COSTOS;1;mañana;Lu-Vie;66;43;EN LINEA;23
ENERO 2023;ING2-H;Fac_CiSo;IDIOMAS;INGLÉS II;1;mañana;Lu-Vie;129;87;EN LINEA;42
ENERO 2023;ESTE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTADÍSTICA;1;mañana;Lu-Vie;117;98;EN LINEA;19
ENERO 2023;PSEM-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EMPRESARIAL;1;mañana;Lu-Vie;72;58;EN LINEA;14
